review,score
Wasabi almonds...what more is there to say? I acutally mix them with plain to make them last and there is more than enough of that yummy seasoning to go around.,5.0
I love these. I'm addicted now. Will be buying lots more. Package was delivered to my neighbors house but I got it .,5.0
I have been eating handfuls of cocoa coated almonds for breakfast every day for years. These are a nice change up for an afternoon grab. I put them on subscription so i can always have a can around. Love them!,5.0
I've had this flavor from Costco i think it was and they were great. Everyone of these tasted various degrees of old or slightlyrotten. And the grossest thing happened to me. I ate one ....and there was a splash of rotten wet inside blaaaaa blaaaa like the inside was rotten slime. it was so disgusting I had to to run and spit it out and rince out my mouth and I just threw the whole can away right then. The date was fine on the can. So I dont know but I won't buy these ever ever again,1.0
I bought this for my lunches. Pineapple looks dark and possibly rotten looking,1.0
Tasty,5.0
Absolutely pitiful. No flavor and no taste. You can’t distinguish one fruit and I bought a case. Big mistake. Thought I could trust Dole.,1.0
Expired. Had mold. And looked cloudy and weird.,1.0
"These are a perfect sized fruit cup.  They are not loaded with syrup, instead, they are packed in grape juice. Hence, this is a very healthy snack or dessert.",5.0
Great taste and easy for on the go !,5.0
These tasted old was scared to eat,1.0
Came fast and kids love them,5.0
Taste horrible. Would never expect kids to eat. Thought it would be an alternative to fresh fruit. Awful.,1.0
Grab this prep item for your kids.,5.0
I love these cheese crackers. Better than any other. Taste healthy.,5.0
"The ones I bought here on Amazon are from Annie’s allegedly, but the taste is totally different and very artificial. Not going to order them through Amazon again. I get them through Amazon through Whole Foods or vice versa and they are great normally. Not sure why they taste so different Buying them straight from Amazon and not going through Amazon and getting them from Whole Foods. Sorry if that was confusing. But buy them from Whole Foods. I just went cross side.",2.0
"Needs to be fresher, the item in the individual packets have a great cheddar taste.",1.0
The ingredient quality is perfect. Organic is great! Flavor is good--how can you go wrong with white cheddar? ..Well my 2yr doesnt seem to think its as good as the mixed box of Anne's crackers/pretzels. I say he doesnt have a refined pallette yet 😉,4.0
These are absolutely the best crackers M,5.0
They’re fresh and tasty to some. I ended up hating them but that was just my personal preference. Everyone else liked them,4.0
I bought these because I like other products from the brand. The box is small for the price. The crackers themselves aren’t super cheesy and lacked flavor for me. The texture was also off for me. They were almost like they were stale.,2.0
These are very good! Box arrived in good condition.,5.0
Gets stale very quickly and loses flavor,3.0
Tasted good. Snacked during TV shows.,4.0
"Doesn't take anything like peanut butter chocolate, it's super chalky and bland. Surprised to see this from a brand name. This makes the Kirkland protein bars taste like gold.",1.0
This is so bad tasting and the size is sooo small!!!,1.0
"Definitely has fiber, not bad for price.",3.0
"If you are like time you want to loose weight but eat something satisfying at the same time. Luckily for the both of us Protein One has made an amazing strawberry and crème protein bar designed to satisfy your cravings while keeping the calories low and the weight off. It taste amazing for only 90 calories a bar. I definitely recommend purchasing, get your box now!!!",5.0
"They may be low carb but these were so bad couldn’t event force myself to eat them, and that is rare. If I’m going to count the carbs I will spend them on something somewhat enjoyable.",1.0
I have tried a lot of the Fiber One products and for the most part they are ok for a low'ish sugar snack.  They all smell good and have good texture and very little flavor.  It keeps me from eating something worse so I'm not complaining lol. This is the first flavor I tried that I couldn't finish the box.  Try a different flavor.,2.0
"Compared to the Atkins snacks I've been eating these taste terrible. However, the atkins snacks use the artificial sweetener maltitol which does have a sweeter taste and a greater impact on blood sugar. So if you really want to be hard-core on keto or not raising blood sugar, this is a safer choice. But yuck!",3.0
"I really wanted to like these because of the price, nutrition, and convenience.  I saw the bad reviews but I'm not all that picky about protein bars, so  I expected that these wouldn't be great but would be good enough.  I thought they would be perfect to throw in my purse to have a convenient portable snack when needed because the macros are good and this doesn't seem like the kind of bar that would melt easily.  I ate one when I had a long wait for an appointment and didn't like it but thought I'd give it another try before reviewing.  I ate another one and definitely don't like these.  The flavor itself isn't terrible but the bar left a bad aftertaste, which I definitely don't want when I'm out.  Definitely the worst protein bar that I've eaten and I doubt I'll buy it again.  It's too bad because everything else about it is fine - I like the size, the portability, and the nutrition content but I just don't want that aftertaste.",2.0
,1.0
Too expensive,3.0
This was a hit with my mother!,5.0
"My Mom LOVED her Birthday present and said they were VERY large, AMAZINGLY tasting Strawberries. Thank you from both of us :)",5.0
These strawberries were delivered to my mother in law and when she received them they were melted they were not decorated properly and were rotten when she bit into one and they were 3 days late!!,1.0
They were delivered inedible.,1.0
Made the right choice,5.0
"Sent these to my aunt as a thank you. She thought the taste was off, so she took the chocolate off and open them up and found out that many of them were rotten. Will not order again.",1.0
"I sent these chocolate covered strawberries to my sister as a birthday surprise. They packaged them in a box, with cold packs. They arrived in perfect condition. They are bigger then expected. She absolutely enjoyed them!! Better then flowers.",5.0
Ordered these for Mothers Day. My mother thanked me but said that the chocolate was melted. She also said that no one rang her doorbell or knocked. She knows this because her 2 dogs did not bark which they always do.  I specifically stated to knock or ring doorbell in the directions.,2.0
Don't buy them if you live in the desert. They should know their market better and not deliver there. Strawberries just don't survive in 105° heat... Not even for 10 minutes.,1.0
